institute code,institute_name,place,district_code,co_education,college_type,branch_code,branch_name,OC_BOYS,OC_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,SC_I_BOYS,SC_I_GIRLS,SC_II_BOYS,SC_II_GIRLS,SC_III_BOYS,SC_III_GIRLS,ST_BOYS,ST_GIRLS,EWS_BOYS,EWS_GIRLS,affiliated_to
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,INF,INFORMATION TECHNOLOGY,19821,19821,44369,46585,25904,28612,107273,107273,25949,28924,35980,53457,19821,19821,105105,105105,64497,77415,92436,117380,21562,21562,OU
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,MEC,MECHANICAL ENGINEERING,62959,65481,109484,124848,86148,117969,67459,67459,81674,117259,70074,89094,62959,65481,138112,139714,108748,108748,106697,147048,77799,114701,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,CIV,CIVIL ENGINEERING,47275,47275,114030,114030,47275,112966,47275,47275,101298,101298,67234,67234,47275,47275,138186,148159,47275,114632,138844,140415,68813,113606,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),46891,52806,128485,128485,76259,76259,46891,86498,66821,82545,53775,66403,46891,61038,137416,137416,137031,138012,147176,149990,60666,76194,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,25123,32766,55037,55037,43373,49289,25123,32766,40933,50611,32230,46011,139323,139323,104125,104125,89792,89792,103541,115352,43605,44460,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),28817,36015,85761,85761,49441,60053,127144,127144,51800,55295,35618,37296,28817,112071,114854,133117,93809,99841,124384,141023,46266,47090,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49170,49170,108118,128246,85274,85274,49170,49170,69427,69427,88802,121875,49170,49170,143646,143646,125333,135859,144867,151195,63299,71415,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,68692,68692,133758,133758,99435,99435,86350,86350,91509,91509,100270,100647,147670,147670,147263,147263,127994,143780,143945,149880,96049,110084,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,MEC,MECHANICAL ENGINEERING,61023,114823,115169,115169,94850,121650,61023,114823,98127,128308,70163,114823,61023,114823,61023,150826,135789,135789,122418,142558,118668,118668,OU
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),GHATKESAR,MDL,GIRLS,PVT,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,58668,NA,100792,NA,90216,NA,109990,NA,71459,NA,112399,NA,139427,NA,144259,NA,138926,NA,149634,NA,83551,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),GHATKESAR,MDL,GIRLS,PVT,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,NA,64743,NA,126366,NA,90991,NA,64743,NA,78666,NA,132988,NA,64743,NA,144170,NA,139661,NA,148149,NA,85336,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),GHATKESAR,MDL,GIRLS,PVT,CIV,CIVIL ENGINEERING,NA,108154,NA,146427,NA,149152,NA,108154,NA,112513,NA,108154,NA,142866,NA,150418,NA,108154,NA,151516,NA,121631,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),GHATKESAR,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,53280,NA,109407,NA,72245,NA,59802,NA,66867,NA,118535,NA,59936,NA,137826,NA,124246,NA,138448,NA,79543,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),GHATKESAR,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,64734,NA,119002,NA,97555,NA,64734,NA,79390,NA,71106,NA,64734,NA,146683,NA,138710,NA,145482,NA,91744,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),GHATKESAR,MDL,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,93445,NA,111872,NA,112226,NA,111117,NA,106630,NA,126843,NA,113975,NA,149423,NA,93445,NA,129833,NA,134958,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,CIV,CIVIL ENGINEERING,29297,29297,48557,86696,40950,46686,29297,29297,45098,47430,44951,66195,29297,29297,81354,110562,52874,101276,53565,68750,37784,37784,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,7549,8004,18947,25747,9254,11758,26091,26091,10683,12149,7549,16708,7549,8004,29560,29560,18747,29167,34356,53123,8495,9535,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),5393,6676,16121,19717,7865,9007,5393,20961,7634,8441,11425,11425,35280,35280,27894,28377,15395,21406,30042,30042,6052,6987,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,5025,5928,15901,17365,7625,8290,14914,14914,6904,8285,11019,15112,27944,54450,26790,26790,16917,20228,25663,26274,6034,6691,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),4348,5942,13045,17301,6915,7818,14171,14171,6990,8403,8053,15866,33605,33605,18074,18074,11899,18698,19338,28555,5205,6865,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8407,9890,20986,32070,11873,14299,8407,34179,11345,15333,22355,27018,8407,120913,42451,43349,22577,31949,43297,45153,10252,11460,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,13743,14396,57689,57689,17738,34394,13743,14396,22978,22978,31461,58117,13743,14396,50997,69127,34413,34413,44100,64574,18591,21920,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,INF,INFORMATION TECHNOLOGY,6686,7844,22359,23465,10071,11776,6686,7844,9038,11016,12280,12280,60486,60486,27948,34895,19835,19835,32202,45612,7976,8474,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,19789,38620,59894,90780,33179,50077,109359,109359,31268,51974,19789,38620,19789,38620,105665,148682,63481,120986,119171,119171,27543,56870,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,MEC,MECHANICAL ENGINEERING,23213,34454,58920,80009,46421,54471,23213,34454,28416,51767,41337,41337,23213,34454,88946,148164,46282,46282,56754,131915,34683,42915,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,MMT,METALLURGY AND MATERIAL ENGINEERING,38821,49950,106848,106848,61782,61782,38821,49950,62059,71177,78414,122903,38821,49950,118871,145718,90569,139472,103697,140271,68991,69910,JNTUH
MGUNS F,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,CSE,COMPUTER SCIENCE AND ENGINEERING,67239,67239,94539,94539,92386,101896,87860,87860,87729,87729,96945,96945,139592,139592,139343,139343,135887,135887,144542,148033,128774,128774,MGUN
MGUNS F,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,79279,79279,131663,131663,120185,134967,79279,108731,107627,107627,124500,124500,79279,147455,148069,148069,139806,139806,149610,150687,119855,132375,MGUN
MGUNS F,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,105142,105142,105142,116630,105142,133490,105142,105142,127385,127385,105142,105142,105142,105142,147740,147740,105142,150015,149500,149500,105142,105142,MGUN
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,ANE,AERONAUTICAL ENGINEERING,42141,43976,99696,99696,60241,109260,106539,106539,56026,86509,68647,68647,42141,43976,118551,149222,76459,88253,130380,140123,85458,85458,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,CIV,CIVIL ENGINEERING,14279,14279,77859,77859,98346,98346,14279,14279,83795,83795,14279,79668,142980,142980,142636,149077,123713,123713,105794,150790,93636,93636,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,26453,26453,74053,76406,42359,46359,26453,26453,36826,37887,40428,41229,26453,26453,98425,98425,65475,94059,98489,98489,37453,37453,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),24903,33020,77978,78749,43354,46439,24903,33020,40733,43604,30530,33020,128127,128127,79038,79038,53375,53375,103453,120926,42340,42340,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49208,51090,93384,108741,78626,78626,59183,59183,69588,69588,131746,131746,145371,145371,139428,142899,107052,141285,126855,143186,62203,70564,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,62932,70206,108441,108441,95798,103673,75351,75351,62932,79712,62932,70206,62932,70206,135561,146526,91905,91905,137787,139967,114740,114740,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,INF,INFORMATION TECHNOLOGY,47186,47186,105674,105674,55424,55424,47186,47186,65250,65250,51121,55492,47186,47186,139512,139512,69410,107153,137541,140894,57272,57272,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),BANDLAGUDA,HYD,COED,PVT,MEC,MECHANICAL ENGINEERING,69759,84900,83441,108099,96384,123562,69759,84900,99018,99018,69759,85315,69759,84900,69759,145236,136658,136658,112915,141046,127532,127532,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,135466,NA,142713,NA,146405,NA,135466,NA,151779,NA,135466,NA,135466,NA,141920,NA,135466,NA,135466,NA,135466,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,119537,NA,127124,NA,132549,NA,127813,NA,135403,NA,133870,NA,119537,NA,147529,NA,151727,NA,151557,NA,119537,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,122794,NA,122794,NA,134032,NA,122794,NA,122794,NA,122794,NA,122794,NA,148368,NA,144388,NA,142105,NA,122794,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,121410,NA,121410,NA,121410,NA,121410,NA,131661,NA,121410,NA,145849,NA,146346,NA,149285,NA,149603,NA,121410,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,ANE,AERONAUTICAL ENGINEERING,26837,26837,91226,91226,49494,58951,26837,26837,41857,41857,39743,100883,26837,26837,78148,78148,40167,75052,117647,140790,37216,37221,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19872,19872,44151,44303,26944,27959,19872,61368,25803,26132,39935,52683,73280,140727,73537,74279,55043,55043,79268,102632,20746,20746,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,17698,17698,43583,43583,24176,24176,24803,129311,23546,23546,37825,45383,99209,135134,69510,69510,49182,49182,74351,78589,19921,19921,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),17729,17733,38309,38309,23853,23853,47770,47770,22248,23513,35580,48560,140258,140258,60859,73689,42350,44218,75025,84961,19937,19937,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25695,25695,51889,68017,34359,34359,25695,25695,33109,35364,60520,94053,25695,25695,83705,83705,60212,60212,108476,129813,29843,31006,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,36960,36960,78266,78266,39722,46896,36960,71006,36960,65593,93082,93082,36960,36960,106756,106756,36960,101032,119606,137081,38872,38872,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,47624,68618,102027,106636,56675,102605,47624,68618,65212,68618,82177,82177,47624,68618,125661,135495,81472,138129,131266,131266,56369,74024,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,ANE,AERONAUTICAL ENGINEERING,34624,36715,41973,41973,58587,58587,34624,36715,46435,46709,40728,86769,34624,36715,116540,116540,82953,82953,114646,140380,47151,47151,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),25218,28487,57133,57133,35552,39129,77518,77518,28212,38097,34510,34510,111749,111749,70535,70535,56508,56508,51786,110602,30897,30897,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),27249,27476,55859,62396,36698,36698,105044,116283,33560,34627,53713,62678,122013,138082,89193,95074,60967,61953,79184,113189,31538,31889,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,22675,22675,50813,50883,31278,33041,67310,73702,30991,30991,43769,43769,77680,77680,72550,73787,52619,52619,70829,81383,27815,27815,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),24245,24245,44371,57399,33514,33514,113330,113330,31878,32622,41577,56693,114430,144974,78648,84172,54158,54158,78917,94955,30390,30390,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34082,34082,74348,74348,44148,46119,34082,34082,40645,44109,74932,74932,34082,142304,105177,105177,65806,91557,96387,96387,38659,42621,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,43375,43375,67882,99715,57970,57970,43375,43375,52859,74321,90575,106494,43375,43375,84666,135475,74297,74297,92496,92496,60403,60403,JNTUH
MLRD,MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),MYSAMMAGUD A,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,48019,48019,94827,131887,80621,80621,48019,89290,48019,105359,88975,88975,48019,48019,138077,138077,90954,136404,108578,142708,59029,122855,JNTUH
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,CIV,CIVIL ENGINEERING,44084,73494,44084,120085,86390,94599,44084,73494,83220,92143,82615,82615,44084,73494,107927,146432,113835,113835,107768,107768,81697,108985,JNTUH
MLRS,(MAAURTROIN LOAMXMOAUNS )REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),28962,30385,64233,66782,40314,40314,123129,123129,37284,37343,55437,85685,145937,145937,95695,101383,68374,68374,103297,136674,32479,32479,JNTUH
MLRS,(MAAURTROIN LOAMXMOAUNS )REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,24009,24009,57303,57303,35575,35792,101242,101242,32449,32824,48649,69614,24009,143378,84797,84797,59813,65270,88586,95462,29176,29176,JNTUH
MLRS,(MAAURTROIN LOAMXMOAUNS )REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),25879,25879,59692,59692,36861,36861,118606,118606,34230,34230,45478,71546,90905,90905,89721,100063,64429,66016,97478,135689,30184,30315,JNTUH
MLRS,(MAAURTROIN LOAMXMOAUNS )REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,35115,35115,65953,71528,46339,50859,35115,102723,42541,46492,75097,119112,35365,35365,111859,111859,73453,82695,119254,138981,39262,40127,JNTUH
MLRS,(MAAURTROIN LOAMXMOAUNS )REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,48520,50061,107151,125206,61252,71640,48520,50061,50260,50260,106653,106653,48520,50061,108689,137084,48520,96043,135430,135430,64710,66271,JNTUH
MLRS,(MAAURTROIN LOAMXMOAUNS )REDDY INST OF TECHNOLOGY AND MANAGEMENT,DUNDIGAL,MDL,COED,PVT,MEC,MECHANICAL ENGINEERING,54529,84049,119329,119329,87471,87471,54529,84049,72555,113293,54529,122319,54529,84049,117153,136084,119550,119550,54529,136077,80477,84049,JNTUH
MOTK,(MAOUTTHOENRO TMEROEUSSA) INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),SATHUPALLY,KHM,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,109431,109431,135047,135047,116785,151738,109431,109431,133054,133054,114708,114708,109431,109431,144865,144865,148633,148633,150860,151339,119310,119310,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),SATHUPALLY,KHM,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),95026,95026,145604,145604,149958,151213,95026,95026,95026,95219,126874,126874,95026,95026,137164,150576,116047,116047,145470,145470,123226,123226,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),SATHUPALLY,KHM,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,106282,108128,106282,108128,106282,121674,106282,108128,106282,119953,106282,108128,106282,108128,106282,108128,106282,147121,144753,144753,106282,108128,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),SATHUPALLY,KHM,COED,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,112041,112041,112041,112041,141863,141863,112041,112041,112041,112041,112041,112041,112041,112041,112041,142971,112041,112041,150634,150634,112041,112041,JNTUH
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY (AUTONOMOUS),SATHUPALLY,KHM,COED,PVT,MEC,MECHANICAL ENGINEERING,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,151659,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUD A,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),29812,30520,65944,67526,42424,42424,29812,30520,41106,41484,62216,65461,29812,141731,99497,103051,69593,78223,98987,107926,36492,36492,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUD A,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,22322,24228,59526,59899,35758,35758,131601,131601,32236,32236,54330,62156,105682,118878,78233,78233,58541,58541,76467,107222,31512,31512,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUD A,MDL,COED,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),23173,24511,56554,56554,36465,36697,82849,82849,34445,34821,48318,48318,102666,102666,80231,84133,48400,59616,80207,121561,32752,32752,JNTUH
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MYSAMMAGUD A,MDL,COED,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,36267,36882,69043,69043,48881,51593,36267,50434,48883,48883,76855,76855,118477,118477,116173,130995,68367,84023,99946,137002,45572,45572,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,30148,NA,60171,NA,46117,NA,43806,NA,43353,NA,81726,NA,36326,NA,119371,NA,79957,NA,121711,NA,39959,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,34772,NA,73765,NA,47405,NA,40582,NA,42690,NA,88976,NA,118632,NA,116985,NA,83689,NA,139253,NA,39690,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,29267,NA,68144,NA,42003,NA,87383,NA,39547,NA,82167,NA,146501,NA,92021,NA,74918,NA,122583,NA,37544,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,30101,NA,63591,NA,43198,NA,66975,NA,40543,NA,69362,NA,101522,NA,100924,NA,71926,NA,137808,NA,37645,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,39021,NA,89484,NA,52679,NA,39021,NA,52999,NA,103435,NA,89957,NA,122967,NA,96045,NA,136037,NA,46813,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,54713,NA,114000,NA,86526,NA,54713,NA,67891,NA,114928,NA,54713,NA,138173,NA,107347,NA,138757,NA,68243,JNTUH
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MAISAMMAGU DA,MDL,GIRLS,PVT,INF,INFORMATION TECHNOLOGY,NA,38282,NA,83846,NA,49946,NA,42015,NA,45409,NA,82160,NA,131060,NA,126455,NA,86071,NA,140869,NA,40405,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CIV,CIVIL ENGINEERING,69903,83324,69903,121973,91362,91362,69903,83324,69903,83324,94576,94576,69903,83324,116314,140246,69903,135931,119476,126108,90338,120501,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),38548,42139,76739,83953,51534,51534,48324,48324,48276,49110,68396,110335,38548,42139,106188,110044,73528,88541,111781,136183,43609,43938,JNTUH
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,CSE,COMPUTER SCIENCE AND ENGINEERING,32832,32832,69067,71766,46188,47110,62449,62449,42961,44707,61745,62647,70844,70844,90469,90469,67967,67967,99462,128584,37581,42149,JNTUH
